	Current Ratio	Quick Ratio	Cash Ratio	Working Capital / Total Assets	Operating Cash Flow per Share	Free Cash Flow Per Share	CFO / Sales	Free Cash Flow (FCF) /Sales	CFO / Total Assets	FCF / Current Liabilities	Debt Ratio	Debt to Equity Ratio	Debt to Capital Ratio	Times Interest Earned Ratio	Equity Multiplier	Retained Earnings / Current Liabilities	Equity/Total Asset	Equity/Fixed Asset	Interest Expense / Debt	Receivables Turnover	Days' Sales Outstanding (DSO) Ratio	Payables Turnover Ratio	Days Payable Outstanding	Fixed Asset Turnover	Sales/Total Asset	Sales Growth	Asset Turnover Ratio	Net Profit Margin	Gross Profit Margin	Operating Margin Ratio	Return on Assets	Return on Equity	Earning Per Share	EBITDA/Total Asset	Equity Growth	Price to Book Ratio	Dividend Yield Ratio	Bankruptcy Status
1229	0.2	0.2	0.2	-4.7	0.0	0.0	-19.565993359158828	-32.69792949076665	1.0	0.2	0.0	0.0	77.5345696969697	-338.1754049676026	3.01039064576136	-8.2	-4.7	1630.9962892933127	0.2892128279883382	8.219110189027202	9834.716596343178	0.0	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-344.9	-93.32353409392412	0.0	-1.8	-58.3	21.632868757259	0.0	0
1230	1.5	1.5	0.9	0.1	4.9	-7.3	0.4	-0.5	0.1	-1.1	0.3	0.7	40.4	1.6	2.3	1.4	0.5	0.6	0.1	5.1	127.6	2.9	127.6	0.2	0.2	34.4	0.2	-6.1	35.1	20.4	-1.4	-3.2	-0.7	0.1	37.6	2.0	0.0	0
1231	6.6	6.3	6.0	0.4	-2.4	-5.1	-19.565993359158828	-32.69792949076665	0.0	-0.5	0.4	0.9	47.7	-3.3	1.9	-6.7	0.5	2.8	0.0	0.0	97.3	3.7	97.3	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-12.6	-24.1	-18.8	0.0	-0.7	1.7	0.0	0
1232	0.5	0.4	0.1	-0.1	3.8	-0.5	0.6	-0.1	0.2	-0.2	0.5	1.2	54.3	8.6	2.3	0.0	0.4	0.5	0.0	7.1	123.0	3.0	123.0	0.3	0.3	-10.8	0.3	25.7	41.2	33.2	8.5	19.3	1.7	0.2	-10.1	5.6	6.8	0
1233	0.6	0.6	0.1	0.0	14.2	-9.1	0.6	-0.4	0.2	-1.1	0.3	1.0	50.4	1.9	2.8	2.2	0.3	0.4	0.0	6.4	9834.716596343178	12.351197053406999	9834.716596343178	0.4	0.4	8.9	0.4	-3.5	17.7	9.4	-1.4	-3.8	-0.8	0.2	-3.3	2.4	0.2	0
1234	7.3	7.3	3.2	0.4	2.4	1.6	0.6	0.4	0.3	3.1	0.1	0.2	14.9	18.9	1.4	8.4	0.7	1.7	0.1	1.7	135.1	2.7	135.1	0.5	0.5	2.4	0.5	18.5	63.5	54.7	8.8	12.5	0.8	0.3	22.5	1.2	0.0	0
1235	0.5	0.5	0.2	-0.1	0.0	0.0	0.2	0.0	0.0	0.0	0.5	1.8	64.0	1.3	4.2	-3.6	0.3	0.3	0.1	3.0	553.0	0.7	553.0	0.2	0.2	28.4	0.2	0.1	57.4	38.9	0.0	0.1	0.0	0.1	21.5	0.2	0.0	0
1236	3.9	3.9	3.2	0.0	-2.3	-2.3	-4.0	-4.1	-0.1	-5.1	0.0	0.0	0.0	-338.1754049676026	1.8	-135.8	0.6	0.7	0.2892128279883382	2.8	34.1	10.7	34.1	0.0	0.0	-80.5	0.0	-486.2	-236.9	-482.3	-10.0	-17.8	-2.7	-0.1	0.5	0.0	0.0	0
1237	0.0	0.0	0.0	-127.83717710270716	0.0	0.0	-19.565993359158828	-32.69792949076665	-14.587819580128867	0.0	53.261256977465365	0.0	77.5345696969697	-338.1754049676026	3.01039064576136	-305.5	-138.16371151064268	1630.9962892933127	0.2892128279883382	8.219110189027202	9834.716596343178	12.351197053406999	9834.716596343178	0.35570269115762504	0.36974581525108496	6444.342596291013	0.35570269115762504	-7771.194224422443	-2438.221640735502	-6362.465107319758	-6936.613843195899	-93.32353409392412	0.0	-51.02872928176796	-558.1	21.632868757259	2.6825144175317193	0
1238	0.6	0.6	0.3	0.0	1.2	-3.2	0.3	-0.9	0.1	-1.9	0.5	1.7	63.4	1.6	3.6	-4.2	0.4	0.5	0.1	8.0	128.4	2.8	128.4	0.2	0.2	51.9	0.2	7.6	41.0	27.3	1.9	6.8	0.1	0.1	5.8	21.632868757259	2.6825144175317193	0
1239	0.8051478871984511	0.7428174430140742	0.3181565546453199	-0.5195130011703031	1.2883477790781146	0.7818434453546802	0.06883477790781145	0.0	0.06883477790781145	0.03116522209218855	0.8948521128015491	-1.1701912244327946	185.85671414973243	-0.3934956662765656	3.01039064576136	-0.6883477790781145	-0.7623304441843771	-1.9376695558156232	34.97388352115899	5.894574213900068	34.029008126845184	11.102434994148483	34.029008126845184	1.175339111631246	1.4065043337234344	-19.537947454717106	1.175339111631246	-10.471825569859261	5.8495996756389905	-4.402434994148485	-13.438225353618588	-93.32353409392412	-3.4975650058515155	0.2376695558156229	-77.49882230842923	21.632868757259	0.0	1
1240	0.8	0.8	0.1	0.0	1.0	-2.1	0.2	-0.5	0.1	-1.5	0.9	-5.0	125.3	0.6	3.01039064576136	0.0	-0.2	-0.2	0.1	5.6	12.3	29.7	12.3	0.3	0.3	38.8	0.3	-12.4	24.4	13.1	-3.9	-93.32353409392412	-0.5	0.1	-11.0	21.632868757259	0.0	0
1241	0.0	0.0	0.0	-83.7	0.1	-0.3	-19.565993359158828	-32.69792949076665	14.5	-0.5	14.1	-0.2	77.5345696969697	-59.6	3.01039064576136	-2.8	-83.7	-1344.3	0.1	8.219110189027202	608333.3	0.0	608333.3	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-1253.1	-93.32353409392412	-1.0	-67.2	-698.8	21.632868757259	0.0	0
1242	0.9	0.9	0.7	0.0	0.0	0.0	-0.2	-0.7	0.0	-0.8	0.2	0.3	21.2	-7.5	1.3	-8.3	0.7	1.0	0.1	8.7	58.9	6.2	58.9	0.2	0.3	0.5	0.2	-63.5	-2.4	-33.8	-15.8	-20.0	0.0	0.0	-33.8	0.5	0.0	0
1243	1.3	1.3	0.8	0.0	2.0	-3.4	0.7	-1.1	0.1	-4.3	0.2	0.3	23.0	11.0	1.6	1.6	0.6	0.8	0.0	9.7	86.7	4.2	86.7	0.2	0.2	73.5	0.2	64.1	41.9	38.4	14.4	23.8	2.0	0.1	97.7	1.1	6.4	0
1244	2.2493694736380165	1.7746847368190086	1.0746847368190084	0.1	-1.872162631371076	-3.1793399997074405	-0.09156157893966947	-0.18312315787933894	0.0	-0.5409310525776864	0.5493694736380169	10.163335262303313	90.5962229249623	-0.8746847368190085	9.959556805855113	-2.5637242103107454	0.015615789396694838	-0.06033000014627965	9.542593166509846	5.9966057898355345	17.642581053309087	20.883995262595874	17.642581053309087	0.35063052636198305	0.37594578954297453	-24.080212104423968	0.35063052636198305	-31.1009663134182	-8.697088946544635	-17.75489684124298	-8.102133157440496	-91.19606959032564	-6.5346257889578565	0.00843842106033052	-69.93298790142721	2.1917188689248803	2.655285789250415	1
1245	0.7	0.7	0.2	0.0	1413.2	-917.0	0.3	-0.2	0.1	-0.5	0.3	0.8	44.7	2.4	2.6	0.1	0.4	0.5	0.0	7.7	41.6	8.8	41.6	0.4	0.4	50.6	0.4	3.8	15.6	12.9	1.5	4.1	146.0	0.1	3.4	1.4	1.3	0
1246	1.0	1.0	1.0	0.0	0.0	0.0	-19.565993359158828	-32.69792949076665	-1.4	-1.4	2.1	-1.0	77.5345696969697	-2.3	3.01039064576136	-166.5	-2.1	1630.9962892933127	0.2	0.0	9834.716596343178	12.351197053406999	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-296.2	-93.32353409392412	0.0	-1.1	98.0	21.632868757259	0.0	0
1247	0.5	0.5	0.3	-0.5	-0.1	-0.1	-0.5	-0.7	-0.3	-0.4	0.0	0.0	77.5345696969697	-1.4	3.01039064576136	-44.7	-0.2	-0.4	0.2892128279883382	3.3	680.6	0.5	680.6	0.4	0.5	-24.4	0.4	-91.8	23.2	-33.3	-35.0	-93.32353409392412	-0.2	-0.1	58.1	21.632868757259	0.0	0
1248	0.1	0.1	0.0	-0.3	1.7	-9.5	0.3	-1.7	0.1	-1.0	0.2	0.5	32.0	-2.2	2.0	-0.7	0.5	0.5	0.1	6.9	155.2	2.4	155.2	0.3	0.2	33.7	0.3	-35.6	0.8	-11.9	-10.3	-20.5	-2.0	0.1	66.0	1.4	0.0	0
1249	0.0	0.0	0.0	-0.7	-0.4	-0.4	-19.565993359158828	-32.69792949076665	-0.6	-0.8	0.0	0.0	1.6	-20.6	1.5	-30.1	0.3	0.4	12.5	0.0	300.3	1.2	300.3	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-132.4	-197.7	-1.4	-1.1	-86.9	1.1	0.0	0
1250	2.2	2.1	1.6	0.1	-2365045.15043004	-11246829.348105894	0.2	-0.2	0.1	-0.9	0.9	-28.5	103.6	1.4	3.01039064576136	-7.6	0.0	0.0	0.1	11.6	56.4	6.5	56.4	0.3	0.4	-29.4	0.3	53.7	46.9	34.6	18.1	-93.32353409392412	-7716841.587178422	0.2	85.6	21.632868757259	2.6825144175317193	0
1251	3.7	3.7	2.9	0.2	0.0	-0.3	0.1	-0.4	0.0	-2.4	0.6	2.4	70.8	-2.5	2.8	-40.8	0.3	0.4	0.1	5.2	79.0	4.6	79.0	0.4	0.5	10.1	0.4	-155.7	10.5	-18.4	-66.0	-184.7	-1.1	0.1	-52.7	4.1	0.0	0
1252	0.0	0.0	0.0	-36.1	0.0	0.0	-19.565993359158828	-32.69792949076665	1.7	0.0	12.7	-0.3	77.5345696969697	-4830.8	3.01039064576136	-1.6	-48.8	1630.9962892933127	0.0	0.0	9834.716596343178	12.351197053406999	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-418.4	-93.32353409392412	-0.3	-7.3	-275.8	21.632868757259	0.0	0
1253	1.6	1.6	1.4	0.1	9.4	9.4	0.9	0.9	0.1	1.3	0.5	1.2	53.6	1.9	2.7	0.0	0.4	0.8	0.1	6.6	14.0	26.1	14.0	0.1	0.2	0.2	0.1	59.0	74.8	66.6	8.8	23.5	6.8	0.1	58.9	1.1	4.7	0
1254	2.3	2.3	2.0	0.3	0.6	0.4	0.3	0.2	0.1	0.2	0.2	0.6	38.6	1.1	3.0	0.0	0.4	0.9	0.2	3.8	68.4	5.3	68.4	0.2	0.2	-7.0	0.2	24.2	59.7	21.4	5.1	15.2	0.5	0.1	29.1	1.4	0.0	0
1255	1.3	1.3	0.8	0.0	0.2	-0.8	0.2	-0.8	0.0	-1.0	0.1	0.1	9.4	-4.3	1.2	-6.2	0.8	1.6	0.2	3.3	162.2	2.3	162.2	0.2	0.2	-29.7	0.2	-60.4	14.9	-41.0	-11.4	-13.9	-0.6	0.0	-8.9	0.4	0.0	0
1256	0.8	0.8	0.8	0.0	-3.7	-8.2	-19.565993359158828	-32.69792949076665	-0.1	-0.5	0.1	0.3	21.6	-3.3	2.0	0.6	0.7	5.0	0.1	0.0	4314.4	0.1	4314.4	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-12.6	-24.6	-9.0	-0.1	-20.2	0.6	0.0	0
1257	2.6976455648137287	3.3936270963054977	2.1979398692120133	0.2498528478008581	-0.40147152199141933	-0.4516186741905613	-36.88381422980324	-46.639876103544644	-0.5516186741905614	-3.210300653939936	1.3038259571776905	-0.7522072829871291	155.807201882734	-170.5959560264	43.97552082586808	-30.66280224132535	-0.4539731093768325	339.28965300069143	0.1943279831567256	4.121649695906654	4916.125144601266	13.077730472100644	4916.125144601266	0.0	0.0	951.9368116814007	0.0	-13421.377053291832	-2735.934431129239	-6588.596114271158	-98.29677423796105	-7901.585710205693	-1.8542674137751165	-0.7516186741905614	-122.71984538551806	11.147384707548444	0.0	1
1258	0.7	0.7	0.3	0.0	2.2	-3.0	0.5	-0.6	0.1	-1.0	0.0	0.1	8.2	5.6	2.2	-3.3	0.9	0.9	0.1	5.5	212.7	1.7	212.7	0.2	0.1	155.7	0.2	-11.6	47.3	16.6	-2.2	-4.8	-0.5	0.1	15.6	1.1	0.0	0
1259	0.0	0.0	0.0	-102.2	0.0	0.0	-19.565993359158828	-32.69792949076665	-1.6	0.0	70.6	-0.7	77.5345696969697	-7.6	3.01039064576136	-12.5	-102.2	1630.9962892933127	0.0	0.0	9834.716596343178	0.0	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-334.5	-93.32353409392412	-0.1	-6.4	-7.7	21.632868757259	0.0	0
1260	1.2623006586073713	0.6130980241778863	0.2246013172147425	0.1246013172147425	6.666170470988723	3.8872421508717596	0.0	0.0	0.1246013172147425	0.08690197582211373	0.26230065860737123	1.8575164651842808	55.26502205900454	1.0495428094791317	7.443163884915012	-1.0932809003862336	0.3261960483557725	0.5884967069631437	0.1	32.0237930802802	11.443397915857457	47.07971481432345	11.443397915857457	5.546353347197071	4.1757388578349035	-9.623580792065804	5.546353347197071	-6.892260375237296	3.5626408336570177	-5.43508408510266	2.3125238181857948	59.82787518087597	2.7150329303685616	0.06230065860737125	127.180011503917	13.741315101189006	1.6712241493599496	1
1261	0.8	0.8	0.3	0.0	279.2	-192.1	0.5	-0.3	0.1	-0.9	0.4	1.0	49.4	0.6	2.5	0.5	0.4	0.5	0.1	5.3	36.0	10.2	36.0	0.2	0.2	-8.8	0.2	-34.4	25.5	9.1	-7.1	-17.6	-203.0	0.1	-15.0	1.3	0.0	0
1262	1.9	1.9	1.6	0.1	0.1	0.0	0.6	0.2	0.1	0.3	0.0	0.0	0.0	-338.1754049676026	1.3	-1.7	0.8	1.3	0.2892128279883382	5.0	228.0	1.6	228.0	0.3	0.2	111.0	0.3	-42.7	18.5	-11.5	-11.1	-14.8	-0.1	0.1	66.6	2.1	0.0	0
1263	0.1	0.1	0.1	-6.9	0.0	0.0	-19.565993359158828	-32.69792949076665	-5.5	-0.7	0.0	0.0	77.5345696969697	-3.7	3.01039064576136	-46.6	-6.9	1630.9962892933127	0.2892128279883382	0.0	9834.716596343178	12.351197053406999	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-1079.4	-93.32353409392412	0.0	-7.7	70.4	21.632868757259	0.0	0
1264	2.2	1.7	0.3	0.1	0.9	0.3	0.1	0.0	0.1	0.3	0.3	0.7	39.9	25.0	1.7	2.8	0.5	1.6	0.0	11.2	12.6	29.0	12.6	1.5	1.2	22.6	1.5	5.4	15.8	9.0	8.3	13.9	0.6	0.1	17.7	2.9	0.0	0
1265	0.0	0.0	0.0	-137.2	0.0	-11246829.348105894	-19.565993359158828	-32.69792949076665	-7.7	-0.885215736040609	44.0	-0.3	77.5345696969697	-4.5	3.01039064576136	-4.3	-137.2	1630.9962892933127	0.1	8.219110189027202	9834.716596343178	12.351197053406999	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-216.3	-93.32353409392412	0.0	-21.7	-31.2	21.632868757259	0.0	0
1266	0.5	0.5	0.0	0.0	1.0	-0.7	0.5	-0.4	0.1	-2.3	0.3	0.6	37.9	1.1	1.9	4.5	0.5	0.5	0.0	10.5	118.1	3.1	118.1	0.1	0.1	-29.9	0.1	-4.0	18.7	10.1	-0.6	-1.1	-0.1	0.1	-0.7	0.6	0.0	0
1267	1.2622508263374954	0.6132475209875137	0.2245016526749909	0.12450165267499093	6.6608384181120135	3.884052885599709	0.0	0.0	0.12450165267499093	0.08675247901248638	0.2622508263374955	1.8562706584373865	55.24065407903528	1.0463037119372047	7.438330154737059	-1.0947260362126316	0.3264950419750272	0.5887458683125227	0.1	32.00161772018548	11.451121917688205	47.05589498932282	11.451121917688205	5.542316933337132	4.1727987539122315	-9.63260043291332	5.542316933337132	-6.9028248164509645	3.5595512329247185	-5.443854564600798	2.3031553514491456	59.76922259923216	2.7125413168747725	0.062250826337495464	127.06564644455206	13.73088377753714	1.6698873915359482	1
1268	0.0	0.0	0.0	-2575.5	0.0	0.0	-19.565993359158828	-32.69792949076665	-392.0	-0.2	1327.9	-0.5	77.5345696969697	-15.9	3.01039064576136	-1.8	-2575.5	1630.9962892933127	0.1	8.219110189027202	9834.716596343178	12.351197053406999	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-304320.7	-93.32353409392412	0.0	-1627.6	-204.8	21.632868757259	0.0	0
1269	0.0	0.0	3.7772264895162966	0.0	0.0	0.0	-19.565993359158828	-32.69792949076665	0.0	-0.1	0.0	0.0	0.0	-55.9	1.0	-121.9	1.0	1.0	0.2892128279883382	0.0	1825000.0	0.0	1825000.0	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-2.6	-2.8	0.0	0.0	-4.5	1.5	2.6825144175317193	0
1270	1.6	5.197842802221273	0.8	0.0	4.1	-13.4	0.5	-1.8	0.1	-6.2	0.5	1.3	55.8	2.5	2.2	-70.24548736462093	0.4	0.5	0.0	5.9	9834.716596343178	12.351197053406999	9834.716596343178	0.2	0.2	40.9	0.2	10.3	42.5	27.6	2.0	4.6	0.6	0.1	-0.7	1.1	16.7	0
1271	1.1	1.0	0.6	0.0	6.1	-1.2	0.6	-0.1	0.1	-0.2	0.3	0.6	38.1	6.8	2.1	2.1	0.4	0.6	0.0	5.3	223.4	1.6	223.4	0.2	0.2	22.0	0.2	12.7	47.1	37.5	3.0	6.4	1.3	0.1	6.1	2.3	0.8	0
1272	2.8	2.5	1.8	0.2	1.1	0.6	0.4	0.2	0.2	1.1	0.2	0.2	19.2	13.3	1.5	1.6	0.7	1.1	0.1	11.7	118.3	3.1	118.3	0.5	0.5	18.5	0.5	8.9	50.1	38.3	4.8	7.2	0.3	0.3	14.3	0.6	1.8	0
1273	11.03412709652059	5.197842802221273	3.47181072872756	0.27655790919482576	-2.1186949103379087	-2.2069738649353217	-17.296096484869818	-28.888832420253138	-0.17655790919482575	-5.661574139637011	0.2648368637922386	0.3531158183896515	33.98252731335281	-17.7501315071093	1.5887546187487052	-64.95313121704594	0.7117210454025871	150.31795268218193	0.011721045402587128	0.3281892712724395	9834.716596343178	12.351197053406999	9834.716596343178	0.023442090805174256	0.011721045402587128	5696.359091194306	0.023442090805174256	-6871.674993004364	-2438.221640735502	-5627.477603046621	-40.294665196470426	-65.75972460744111	-7.803711140780095	-0.1882789545974129	-45.119143326962785	2.8887141873100637	0.0	1
1274	0.3	0.3	0.0	-0.1	3.5	-2.8	0.6	-0.5	0.1	-0.9	0.2	0.3	21.7	5.6	1.7	-0.5	0.6	0.6	0.1	8.9	187.7	1.9	187.7	0.2	0.2	1.3	0.2	9.8	32.8	24.3	2.0	3.3	0.6	0.1	-1.5	1.4	8.4	0
1275	0.4	0.2	0.0	-0.4	18630.0	-34250.3	0.0	-0.1	0.0	-0.1	0.3	2.3	69.7	-1.6	2.5	-3.8	0.1	0.4	0.2	6.1	184.5	2.0	184.5	0.6	1.0	4.6	0.6	-108.2	-2.1	-6.6	-65.4	-165.1	-698567.9	0.0	-90.7	0.7	0.0	0
1276	1.140938174636681	0.8169606565869787	0.3859662770745531	0.030994379512425518	0.061988759024851035	0.0	0.20701686146272344	-0.27602248195029794	0.13801124097514894	-4.76138781364264	0.2619887590248511	0.5719325541491062	29.476701220582036	-4.019286644866298	1.4479550360994042	-34.77357980379669	0.6450281024378723	0.6760224819502979	0.030994379512425518	14.629831385372766	24.8578599345989	16.391258095640172	24.8578599345989	0.5309943795124255	0.623977518049702	-8.270168614627234	0.5309943795124255	-65.32229137177735	13.475983585325535	-6.823376572667492	-34.55035881762825	-54.750475507502536	-2.944466053680424	0.1690056204875745	-34.879066105486125	0.376022481950298	0.0	1
1277	3.2	3.2	2.8	0.3	4.5	1.1	0.2	0.1	0.1	0.1	0.0	0.0	0.0	-287.7	1.2	-30.3	0.8	14.8	0.2892128279883382	4.7	127.2	2.9	127.2	0.4	0.3	1.8	0.4	-106.9	20.3	-40.9	-42.9	-50.6	-20.0	0.0	38.6	3.9	0.0	0
1278	0.7	0.6	0.1	0.0	14.0	-6.3	0.7	-0.3	0.2	-0.8	0.1	0.2	17.8	12.1	1.8	2.4	0.5	0.7	0.0	4.9	102.5	3.6	102.5	0.3	0.2	-7.6	0.3	21.4	46.7	36.7	5.8	10.5	4.1	0.2	11.0	1.4	0.8	0
1279	4.7	4.7	3.2	0.1	0.0	0.0	-28.0	-106.9	-0.1	-6.9	0.0	0.0	0.0	-338.1754049676026	1.0	-24.0	1.0	1.1	0.2892128279883382	0.1	1236.0	0.3	1236.0	0.0	0.0	6444.342596291013	0.0	-4236.1	-213.5	-4302.2	-8.1	-8.5	0.0	-0.1	1.3	3.1	0.0	0
1280	0.8	0.6	0.2	0.0	3.1	2.6	0.3	0.2	0.1	0.9	0.4	0.9	48.0	3.8	2.2	0.0	0.4	0.5	0.0	12.8	32.6	11.2	32.6	0.5	0.6	-14.0	0.5	6.9	15.8	12.3	3.8	8.2	0.8	0.2	-43.9	2.9	11.2	0
1281	0.6	0.6	0.2	-0.1	1.2	-3.6	0.2	-0.5	0.0	-0.8	0.7	16.7	94.4	0.5	14.5	-2.2	0.0	0.1	0.1	6.1	72.1	5.1	72.1	0.2	0.2	54.1	0.2	-28.3	26.4	20.7	-6.4	-93.0	-2.1	0.1	-81.5	13.4	0.0	0
1282	0.8	0.8	0.3	0.0	1.6	1.3	0.7	0.5	0.1	1.5	0.3	0.8	45.0	-17.7	2.2	-6.7	0.4	0.5	0.0	6.3	48.4	7.5	48.4	0.1	0.1	-43.8	0.1	-137.7	-156.9	-166.0	-17.9	-38.5	-3.5	0.1	-34.3	0.3	20.3	0
1283	2.0	1.3	0.9	0.1	1.9	0.6	0.0	0.0	0.0	0.1	0.3	1.3	55.9	1.7	4.4	-0.5	0.4	0.7	0.1	34.6	18.7	19.5	18.7	1.5	1.6	25.2	1.5	3.9	4.9	3.0	6.0	26.4	2.7	0.1	7.1	3.5	5.4	0
1284	0.0	0.0	0.0	-10.4	0.0	0.0	0.3	0.1	0.1	0.0	8.2	-0.8	77.5345696969697	-0.3	3.01039064576136	-2.7	-10.2	-14.1	0.3	2.9	2170.0	0.2	2170.0	0.1	0.4	-8.8	0.1	-800.4	41.3	-180.0	-75.6	-93.32353409392412	0.0	-0.6	-36.6	21.632868757259	0.0	0
1285	0.6	0.5	0.1	0.0	0.0	-0.3	0.0	-0.3	0.0	-0.4	0.1	0.1	7.6	-14.6	1.2	-6.8	0.9	1.8	0.1	4.3	65.3	5.6	65.3	0.1	0.1	48.2	0.1	-60.9	11.5	-56.1	-7.9	-9.2	-0.7	0.0	-9.6	0.7	0.0	0
1286	1.5	1.5	0.4	0.0	1.0	-2.2	0.6	-1.3	0.1	-5.2	0.2	0.3	24.9	9.4	1.5	-70.24548736462093	0.7	0.7	0.0	3.8	109.0	3.3	109.0	0.2	0.2	17.8	0.2	32.6	42.9	39.8	7.3	10.8	0.6	0.2	9.3	21.632868757259	2.6825144175317193	0
1287	3.0	3.0	2.9	0.4	-0.1	-0.1	-19.565993359158828	-32.69792949076665	-0.1	-0.4	0.1	0.1	12.9	-338.1754049676026	1.2	-3.5	0.8	1630.9962892933127	0.2892128279883382	0.0	9834.716596343178	12.351197053406999	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	8.5	10.4	0.1	-0.2	15.6	0.9	0.0	0
1288	0.4	0.4	0.1	-0.1	5.6	0.7	0.4	0.1	0.1	0.1	0.6	-12.9	108.4	0.6	3.01039064576136	-1.7	0.0	0.0	0.1	5.0	51.0	7.2	51.0	0.3	0.3	20.4	0.3	-15.2	19.9	11.0	-5.3	-93.32353409392412	-2.0	0.2	91.5	21.632868757259	0.0	0
1289	0.0	0.0	0.0	-2.1	0.0	0.0	0.2	0.0	0.1	0.0	1.0	-0.9	77.5345696969697	-2.1	6.3	-4.4	-1.1	-2.2	0.1	31.1	769.6	0.5	769.6	0.2	0.4	6444.342596291013	0.2	-864.9	61.0	-58.0	-140.4	-882.6	-1.2	-0.2	-161.7	21.632868757259	0.0	0
1290	0.0	0.0	0.0	-0.6	0.0	0.0	-19.565993359158828	-32.69792949076665	0.0	0.0	0.6	1.6	61.5	-338.1754049676026	3.01039064576136	-3.2	0.4	0.4	0.0	8.219110189027202	9834.716596343178	12.351197053406999	9834.716596343178	0.35570269115762504	0.0	6444.342596291013	0.35570269115762504	-7771.194224422443	-2438.221640735502	-6362.465107319758	-6936.613843195899	-93.32353409392412	0.0	0.0	8819225.18431286	0.1	0.0	0
1291	0.0	0.0	0.0	-11339.1	0.0	0.0	-19.565993359158828	-32.69792949076665	-13.2	0.0	2586.2	-0.2	77.5345696969697	-1.8	3.01039064576136	-8.0	-11387.0	1630.9962892933127	0.0	8.219110189027202	9834.716596343178	12.351197053406999	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-7551.8	-93.32353409392412	0.0	-152.8	-1.9	21.632868757259	0.0	0
1292	5.8	5.8	5.6	0.7	-0.1	-0.2	-19.565993359158828	-32.69792949076665	-0.3	-2.8	0.0	0.0	0.0	-338.1754049676026	1.2	-61.1	0.8	4.8	0.2892128279883382	0.0	9834.716596343178	12.351197053406999	9834.716596343178	0.0	0.0	6444.342596291013	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-50.1	-58.7	-0.3	-0.4	-30.6	3.8	0.0	0
1293	0.5700473855660739	0.5700473855660739	0.0919810457735704	-0.13797156866035554	0.4919810457735704	0.03797156866035556	0.2540094771132148	-0.00801895422642962	0.045990522886785186	-0.2780663397925036	0.3459905228867852	0.7459905228867851	41.891507190112826	-2.5294787587731853	1.9919810457735705	-4.180663397925037	0.5	0.6	0.05400947711321481	11.12453071834003	70.1976307216963	5.372170588037868	70.1976307216963	0.1919810457735704	0.1919810457735704	6.728303267622874	0.1919810457735704	-18.649763072169627	11.397649017699376	-10.819564381903794	-3.585611438358194	-7.3931565369238825	-0.4759431373207112	0.1	-12.428057191790964	0.2379715686603556	0.0	1
1294	1.3	1.3	0.6	0.0	0.0	0.0	0.6	-0.1	0.1	-0.2	0.1	0.1	6.9	-22.9	1.2	-1.1	0.8	2.2	0.1	5.7	181.2	2.0	181.2	0.1	0.2	130.6	0.1	-335.6	27.3	-78.5	-36.0	-42.3	-0.1	-0.1	-65.4	0.4	0.0	0
1295	0.0	0.0	0.0	-636.4	0.0	0.0	-19.565993359158828	-32.69792949076665	-16.0	0.0	347.7	-0.5	77.5345696969697	-0.5	3.01039064576136	-6.6	-637.5	-12719298.0	0.1	0.0	1825000.0	0.0	1825000.0	0.0	0.0	-100.0	0.0	-7771.194224422443	-2438.221640735502	-6362.465107319758	-259.3	-93.32353409392412	-0.1	-15.3	-46.9	21.632868757259	0.0	0
1296	3.1	3.1	2.7	0.4	-0.4	-0.7	-1.4	-2.4	-0.4	-4.0	0.0	0.0	0.0	-258.1	1.8	-38.3	0.6	1.4	0.2892128279883382	3.4	522.1	0.7	522.1	0.2	0.3	23.8	0.2	-348.2	-14.4	-129.9	-63.0	-111.2	-1.0	-0.3	-50.7	1.8	0.0	0
